job_name,expected_code,expected_name
设备销售工程师,2-02-07-04,设备工程技术人员
设备销售经理,2-06-07-02,市场营销专业人员
设备额维护技术员,6-31-01-10,机电设备维修工
设施工程师（2024届）,2-02-07-04,设备工程技术人员
设计与工艺责任人,2-09-06-01,视觉传达设计人员
诊所医生（泰州海陵区）,2-05-01-01,内科医师
试用期保护期2个月保底7000/朝十晚七周末双休,8-00-00-00,不便分类的其他从业人员
试验员,6-31-03-06,试验员
试验室资料员,6-31-03-06,试验员
试验工程师,2-02-00-00,工程技术人员
试验监理员,6-31-03-06,试验员
诚信威达招聘消防中控员,3-02-03-04,消防安全管理员
诚招玩具英语翻译，业务多名,2-10-05-00,翻译
诚杰金属招聘普工/操作工,6-19-00-00,金属制品制造人员
诚聘 外贸业务/国际贸易专员/外贸销售,2-06-07-01,国际商务专业人员
诚聘 市场营销专业 招生专员 早九晚六,4-13-04-00,教育服务人员
诚聘c1行政司机接送客户,4-02-02-01,客运车辆驾驶员L
诚聘假发带货主播,4-01-06-02,互联网营销师s
诚聘古筝老师,2-08-99-00,其他教学人员
诚聘售后工程师,4-07-02-03,客户服务管理员
诚聘国企形象接待岗位（上几休几）,4-08-08-20,形象设计师
诚聘国际物流货运代理销售经理,2-06-07-02,市场营销专业人员
诚聘房产销售底薪3500,4-01-02-01,营销员
诚聘服务员管吃住,4-99-00-00,其他社会生产服务和生活服务人员
诚聘机械外贸精英 做五休二,6-06-03-02,机械木工
诚聘法语翻译,2-10-05-00,翻译
诚聘网站运营+双休+高福利,4-13-01-05,全媒体运营师S
诚聘语音主持不露脸包住,4-14-03-05,听觉口语师
诚聘迎宾员包吃住,4-03-00-00,住宿和餐饮服务人员
诚聘销售底薪5000+高提成+补助＋双休,4-01-02-00,销售人员
诚聘销售经理5名+7K加,2-06-07-02,市场营销专业人员
诚聘高薪带薪培训跆拳道搏击格斗教练！！！,4-14-05-01,社会体育指导员
话务员,3-01-01-02,政务服务办事员
话务员客服+五险一金+周末双休,4-07-02-03,客户服务管理员
话务员电话客服(J19243),4-07-02-03,客户服务管理员
语文/数学/英语专业教师,2-08-02-00,中小学教师
语文教师,2-08-02-00,中小学教师
语文老师,2-08-99-00,其他教学人员
语训老师,2-08-99-00,其他教学人员
语音/视频/图形开发,2-09-03-04,电影电视片发行人
语音主播-无需露脸-无需经验-可日结不坐班,4-13-01-05,全媒体运营师S
诺盛机械招聘切割工,6-18-02-05,机械加工材料切割工
读书会老师,2-08-99-00,其他教学人员
课程主管,4-13-04-01,在线学习服务师
课程产品经理（AIGC）,2-02-34-01,产品设计工程技术人员
课程咨询师,4-13-04-01,在线学习服务师
课程电话销售,4-01-02-01,营销员
课程编辑,4-13-04-01,在线学习服务师
课程老师+新人扶持+周薪过万+涨能力+能出差,2-08-99-00,其他教学人员
课程设计,2-08-99-00,其他教学人员
课程设计师,2-08-99-00,其他教学人员
课程销售/课程顾问,4-01-02-01,营销员
课程销售咨询师,4-01-02-01,营销员
课程销售顾问,4-01-02-01,营销员
课程销售顾问+社保,4-01-02-01,营销员
课程销售顾问（有客户源）,4-01-02-01,营销员
课程顾问,4-13-04-01,在线学习服务师
课程顾问+五险一金,4-13-04-01,在线学习服务师
课程顾问/主管,4-13-04-01,在线学习服务师
课程顾问/前台咨询,4-01-02-01,营销员
课程顾问/行政专员/班主任/前台,4-13-99-00,其他文化和教育服务人员
课程顾问/销售,4-01-02-01,营销员
课程顾问/销售/咨询顾问（大宁国际）,4-01-02-01,营销员
课程顾问/销售代表,4-01-02-01,营销员
课程顾问主管,4-13-04-01,在线学习服务师
课程顾问（8-12K，就近分配，入职缴纳五险一金）,4-13-04-01,在线学习服务师
课程顾问（五险一金+就近安排）上市公司,4-13-04-01,在线学习服务师
课程顾问（南通兼职),4-13-04-01,在线学习服务师
调味料业务员6-9K社保/珠海,4-02-03-02,船舶业务员
调查督导,3-02-03-05,消防监督检查员
调理品销售业务员,4-01-02-01,营销员
调理师,6-11-10-07,调香师
调色员,3-03-01-03,调解员
调解员,3-03-01-03,调解员
调试工程师（南京）,2-00-00-00,专业技术人员
调试技术员,2-00-00-00,专业技术人员
调饮师,4-03-02-10,调饮师
谈单经理无责4200+提成+社保,1-06-00-00,企事业单位负责人
谈单老师,6-09-03-16,装裱师
谈案顾问（律所提供充足案源）,2-07-09-00,法律顾问
谷歌、Facebook运营,4-13-01-05,全媒体运营师S
谷歌竞价SEM,2-09-02-07,歌唱演员
豪宅店经理储备/完善培训体系/快速晋升,2-06-08-04,职业技术实训指导专业人员
豪尚家具招聘木工,6-06-03-01,手工木工
豫东大客户销售经理（B2B渠道食用香精香料）,2-06-07-02,市场营销专业人员
贝克曼招聘钳工,6-31-01-02,机修钳工
贝克集团 置业顾问 高薪销售,4-06-02-01,房地产经纪人
贝博儿羊奶粉渠道稽查经理,2-06-07-02,市场营销专业人员
贝壳/底薪5千/无经验/房产销售,4-06-02-01,房地产经纪人
贝壳/链家5000底薪入职交保险招房产经纪人,4-06-02-01,房地产经纪人
贝壳北京链家房产销售 / 高提成/底薪6-10K,4-06-02-01,房地产经纪人
贝壳市场品牌高级主管/惠阳淡水办公,4-07-06-03,市场管理员
贝壳平台+商圈经理+高提成,4-01-02-05,摊商
贝壳总部+保障薪8K+置业顾问,4-06-02-01,房地产经纪人
贝壳找房 链家总部 储备店经理 底薪4000五险一金社保 房地产销售经纪人,4-06-02-01,房地产经纪人
贝壳找房+本科学历＋免费培训带教＋8k保底,4-06-02-01,房地产经纪人
贞丰县米兰西饼店招聘面包/烘焙师,6-02-01-01,糕点面包烘焙师
财会类期刊编辑（上海科技教育出版社）,2-10-02-03,技术编辑
财务,2-06-03-00,会计专业人员
财务+库管,2-06-03-00,会计专业人员
财务/会计专员,2-06-03-00,会计专业人员
财务/会计实习生,2-06-03-00,会计专业人员
财务BP主管（西宁）,2-06-09-06,公司金融顾问
财务BP（境外业务）,2-06-09-06,公司金融顾问
财务bp,2-06-09-06,公司金融顾问
财务专员,2-06-03-00,会计专业人员
财务专员（医院）,2-06-03-00,会计专业人员
财务专员（宁波）,2-06-03-00,会计专业人员
财务专员（应届生）,2-06-03-00,会计专业人员
财务主办会计,2-06-03-00,会计专业人员
财务主管,2-06-03-00,会计专业人员
财务主管/会计主管,2-06-03-00,会计专业人员
财务主管/高级主管,2-06-03-00,会计专业人员
财务主管会计,2-06-03-00,会计专业人员
财务主管会计，总账会计,2-06-03-00,会计专业人员
财务人员,2-06-03-00,会计专业人员
财务会计,2-06-03-00,会计专业人员
财务会计/出纳（郑州）,2-06-03-00,会计专业人员
财务会计专员,2-06-03-00,会计专业人员
财务储备,2-06-03-00,会计专业人员
财务兼职,2-06-03-00,会计专业人员
财务出纳,2-06-03-00,会计专业人员
财务出纳专员,2-06-03-00,会计专业人员
财务出纳会计,2-06-03-00,会计专业人员
财务出纳员,2-06-03-00,会计专业人员
财务出纳轻松不加班,2-06-03-00,会计专业人员
财务出纳（偏收费）,2-06-03-00,会计专业人员
财务分析副总监,4-07-02-05,商务数据分析师S
财务副总监（地产）,2-06-03-00,会计专业人员
财务副经理/主管（合并报表）,2-06-03-00,会计专业人员
财务助理,2-06-03-00,会计专业人员
财务助理（双休+五险一金）,2-06-03-00,会计专业人员
财务后备主管,2-06-03-00,会计专业人员
财务实习生(J10722),2-06-03-00,会计专业人员
财务审计,2-06-03-00,会计专业人员
财务总监,2-06-03-00,会计专业人员
财务总监/CFO,2-06-03-00,会计专业人员
财务总监/经理,2-06-03-00,会计专业人员
财务总监助理,2-06-03-00,会计专业人员
财务成本会计,2-06-03-00,会计专业人员
财务成本经理,2-06-03-00,会计专业人员
财务数字化顾问(J10815),2-06-09-06,公司金融顾问
财务数据分析助理（朝九晚六 周末双休）,4-07-02-05,商务数据分析师S
财务文员,2-06-03-00,会计专业人员
财务核算员,2-06-03-00,会计专业人员
财务核算经理,2-06-03-00,会计专业人员
财务科长,2-06-03-00,会计专业人员
财务管培生,2-06-03-00,会计专业人员
财务管理,2-06-03-00,会计专业人员
财务管理会计,2-06-03-00,会计专业人员
财务经理,2-06-03-00,会计专业人员
财务经理/主办会计,2-06-03-00,会计专业人员
财务经理/主管,2-06-03-00,会计专业人员
财务经理/会计,2-06-03-00,会计专业人员
财务经理/管理会计,2-06-03-00,会计专业人员
财务经理/财务总监,2-06-03-00,会计专业人员
财务经理（制造业）,2-06-03-00,会计专业人员
财务经理（厦门/泉州）,2-06-03-00,会计专业人员
财务经理（怀化基地）,2-06-03-00,会计专业人员
财务经理（百货、超市 购物中心）,2-06-03-00,会计专业人员
财务行政助理,3-01-01-01,行政办事员
财务规划,2-06-01-01,经济规划专业人员
财务计划与分析经理,2-06-03-00,会计专业人员
财务记录员,2-06-03-00,会计专业人员
财务部实习生,2-06-03-00,会计专业人员
财务高级主管,2-06-03-00,会计专业人员
财务高级经理（工作地点：江西赣州）,2-06-03-00,会计专业人员
财富顾问岗(丽水分行)(003028),2-06-09-06,公司金融顾问
财税专员,2-06-05-00,涉税服务专业人员
财税助理,2-06-05-00,涉税服务专业人员
财税客户经理,4-05-01-03,银行客户业务员
财税客服+应届生优先+不加班不外出,2-06-05-00,涉税服务专业人员
财税服务专员,2-06-05-00,涉税服务专业人员
财税系统高级软件开发工程师,2-02-10-03,计算机软件工程技术人员S
财税销售专员,2-06-11-04,金融产品销售专业人员
财税销售顾问,2-06-11-04,金融产品销售专业人员
财税项目主管,2-06-05-00,涉税服务专业人员
财税项目经理,2-06-05-00,涉税服务专业人员
财税顾问,2-06-09-06,公司金融顾问
财税顾问销售,2-06-11-04,金融产品销售专业人员
财管数字产品经理,2-06-07-13,数字化管理师S
财经主播全国兼职高提成结算快,4-13-01-05,全媒体运营师S
账单提醒客服+保底4500+（五险一金）,4-04-01-01,信息通信营业员
账单提醒客服（2800＋五险＋不含销售）,4-04-01-01,信息通信营业员
账单逾期提醒客服,4-04-01-01,信息通信营业员
货代国内销售（双休）,4-01-02-01,营销员
货代客服/海外客服（精通海空运）,4-05-01-02,银行信贷员
货代销售专员,4-01-02-01,营销员
货拉拉汽车销售员,4-01-02-03,商品营业员
货拉拉科技招聘物流经理,2-02-30-02,物流工程技术人员L/S
货车司机（参与搬货）,4-02-02-02,道路货运汽车驾驶员L
货车维修师傅,4-12-01-01,汽车维修工
货运代理专员（KAM）,4-02-05-03,货运代理服务员
货运代理海外销售,2-06-07-01,国际商务专业人员
货运司机,4-02-02-02,道路货运汽车驾驶员L
货运司机8k+,4-02-02-02,道路货运汽车驾驶员L
货运司机ABC 本 包吃包住 五险一金,4-02-02-02,道路货运汽车驾驶员L
货运司机b2,4-02-02-02,道路货运汽车驾驶员L
货运司机、送货员,4-02-02-02,道路货运汽车驾驶员L
货运司机可就近分配城配运送,4-02-02-02,道路货运汽车驾驶员L
货运司机（大亚湾）,4-02-02-02,道路货运汽车驾驶员L
质检员,6-31-03-05,质检员
质检员/仓管员/普工320/天/可短期/人走账清,6-31-03-05,质检员
质检员/仓管员/普工8000+签合同/工资有保障,6-31-03-05,质检员
质检员/仓管员/普工贴标签32/时/免费包吃住,6-31-03-05,质检员
质检坐着上班260一天,6-31-03-05,质检员
质检工程师,2-02-29-04,质量认证认可工程技术人员
质量BP岗,2-02-29-03,质量管理工程技术人员
质量主管,2-02-29-03,质量管理工程技术人员
质量体系工程师,2-02-29-03,质量管理工程技术人员
质量体系工程师(J10526),2-02-29-03,质量管理工程技术人员
质量体系工程师（医疗器械）,2-02-29-03,质量管理工程技术人员
质量体系管理,2-02-29-03,质量管理工程技术人员
质量体系管理工程师,2-02-29-03,质量管理工程技术人员
质量保证工程师,2-02-29-03,质量管理工程技术人员
质量审核主管,2-02-29-03,质量管理工程技术人员
质量工程师,2-02-29-03,质量管理工程技术人员
质量工程师SQE,2-02-29-03,质量管理工程技术人员
质量工程师（工作地：苏州）,2-02-29-03,质量管理工程技术人员
质量技术员,2-02-29-03,质量管理工程技术人员
质量检测工程师,2-02-29-04,质量认证认可工程技术人员
质量管理,2-02-29-03,质量管理工程技术人员
质量管理工程师,2-02-29-03,质量管理工程技术人员
质量管理类（24届电子专业）,2-02-29-03,质量管理工程技术人员
质量组长/主管,2-02-29-03,质量管理工程技术人员
质量经理,2-02-29-03,质量管理工程技术人员
贰酥招聘蛋糕/裱花师,6-02-01-02,糕点装饰师
贴心管家,4-14-06-02,民宿管家
贵宾理财经理,2-06-09-06,公司金融顾问
贵州万泰金属制品招聘焊工,6-18-02-04,焊工
贵州事业部经理,2-06-09-06,公司金融顾问
贵州北控环境投资招聘生产安全员,6-31-06-00,安全员
贵州占豪高科工程...招聘质量管理/测试,2-02-29-03,质量管理工程技术人员
贵州吉祥箱包有限公司招聘车工,6-18-01-01,车工
贵州恒信顺联商务...招聘保安,4-07-05-01,保安员
贵州随意点餐饮服务招聘收银,4-01-02-04,收银员
贵池区爱丽丝蛋糕店招聘蛋糕/裱花师,6-02-01-02,糕点装饰师
贵阳——线上销售,4-01-02-00,销售人员
贵阳莱色视觉婚纱摄影招聘店员/营业员,4-01-02-03,商品营业员
贷后管理专员电话客服8K+,4-05-01-02,银行信贷员
贷后管理岗,3-01-02-08,后勤管理员
贷后质检专员,6-31-03-05,质检员
贷后风控资产管理经理(车贷）,4-05-05-02,资产管理师
贷款中心客服,4-05-01-02,银行信贷员
贷款电话销售,4-05-01-02,银行信贷员
贷款经理,2-06-09-04,信贷审核专业人员
贷款销售专员,4-05-01-02,银行信贷员
贸易/外贸专员/助理（周末双休+五险一金）,2-06-10-04,保险资金运用专业人员
贸易合规/争议解决/反垄断领域律师,2-07-04-00,律师
贸易跟单,4-01-03-00,贸易经纪代理人员
费用会计,2-06-03-00,会计专业人员
资中县财雄足浴店招聘收银,4-01-02-04,收银员
资产管理,4-05-05-02,资产管理师
资产管理专员,4-05-05-02,资产管理师
资产维修总监,6-31-01-00,机械设备修理人员
资产评估,2-06-06-01,资产评估专业人员
资产评估师,2-06-06-01,资产评估专业人员
资产运营部助理,4-01-06-01,电子商务师S
资产配置顾问,4-05-05-02,资产管理师
资产配置顾问(无责底薪4300+800绩效+五险一金),4-05-05-02,资产管理师
资信商务岗,2-06-07-00,商务专业人员
资料员,2-06-06-00,资产和资源评估专业人员
资料员（小市政）,4-02-07-07,邮政市场业务员
资料审核专员,2-06-09-04,信贷审核专业人员
资料录入员,2-10-06-00,图书资料与微缩摄影专业人员
资料整理员,4-02-06-02,理货员
资料管理员,4-05-05-02,资产管理师
资深/高级投资业务管理经理,4-05-05-02,资产管理师
资深3D次时代角色美术设计师,2-09-06-03,动画设计人员
资深3d角色设计师,2-09-06-03,动画设计人员
资深3d设计师,2-09-06-03,动画设计人员
资深java工程师（架构）,2-02-10-03,计算机软件工程技术人员S
资深买手,2-06-11-03,证券投资专业人员
资深京东推广,2-06-07-04,品牌专业人员
资深人事专员,2-06-08-00,人力资源专业人员
资深保险经纪顾问（全/兼职）,4-05-03-04,保险经纪人
资深光学工程师,2-02-11-03,光源与照明工程技术人员
资深前道工艺工程师,4-08-08-26,工业设计工艺师S
资深化妆师,2-09-04-04,化妆师
资深发型师,4-05-05-02,资产管理师
资深培训策划师,2-06-08-04,职业技术实训指导专业人员
资深外贸业务员（清洁）,2-06-07-00,商务专业人员
资深存储运维工程师,2-02-10-08,信息系统运行维护工程技术人员S
资深平面设计师,2-09-06-01,视觉传达设计人员
资深招聘专员,2-06-12-01,专利代理专业人员
资深招聘专员（500强、六险一金、双休）,2-06-10-04,保险资金运用专业人员
资深插画师,6-09-03-16,装裱师
资深摄像师,4-08-09-01,商业摄影师
资深施工图深化设计师,2-02-18-01,建筑和市政设计工程技术人员L
资深机器学习工程师,2-02-38-01,人工智能工程技术人员S
资深机械设备工程师,2-02-07-04,设备工程技术人员
资深模具工程师,2-02-07-06,模具设计工程技术人员
资深模拟电路工程师（博士、硕士优先）,,集成电路工程技术人员
资深测试工程师/测试专家,2-02-10-02,计算机硬件工程技术人员
资深游戏界面设计师（欧美卡通）,4-08-08-29,桌面游戏设计师S
资深猎头顾问 -人力资源专员（招聘方向）,4-07-04-01,导游
资深猎头顾问（带团队）,4-07-04-02,旅游团队领队
资深生物老师,2-08-02-01,高级中学教师
资深电商设计师,2-09-06-07,数字媒体艺术专业人员S
资深电子工程师,2-02-09-00,电子工程技术人员
资深电子采购工程师（智能家居）,4-01-01-00,采购员
资深短视频编导,4-13-01-05,全媒体运营师S
资深编辑,2-10-02-00,编辑
资深美容师,4-10-03-01,美容师
资深美术指导,4-07-03-01,职业指导师
资深美甲美睫师,4-10-03-03,美甲师
资深设计师,4-08-08-00,专业化设计服务人员
资深销售（异地招聘）,2-06-07-02,市场营销专业人员
资深项目经理,2-02-30-04,项目管理工程技术人员
资管业务、投融资业务领域律师,2-07-04-00,律师
资管部债券交易员,2-06-11-02,证券交易专业人员
资质商务专员,2-06-07-00,商务专业人员
资金专员,2-06-03-00,会计专业人员
资金监管专员（地产开发项目）,2-06-03-00,会计专业人员
资阳市雁江区不止...招聘蛋糕/裱花师,6-02-01-02,糕点装饰师
赛事执行/活动策划,2-06-07-03,商务策划专业人员
赛正装饰工程有限公司招聘保安,4-07-05-01,保安员
赛麦五金招聘车工,6-18-01-01,车工
赣州区域销售,4-01-02-00,销售人员
赣州市楠方影业招聘服务员,4-14-05-04,康乐服务员
赣州市章贡区萌趣...招聘店员/营业员,4-01-02-03,商品营业员
赤峰渠道销售经理,2-06-07-02,市场营销专业人员
赫赫文化传媒有限公司招聘店员/营业员,4-01-02-03,商品营业员
走心机技术员,2-04-02-02,轮机部技术人员
起云装饰招聘油漆工,6-29-04-01,装饰装修工
超nice网红店急招茶饮店员+可提供住宿,4-03-02-10,调饮师
超声医师/超声医生,2-05-01-17,超声科医师
超声科医生,2-05-01-17,超声科医师
超峰招聘车工,6-18-01-01,车工
超市促销员,2-06-07-02,市场营销专业人员
超市发-张家口区域招聘面点师,4-03-02-02,中式面点师
超市店员 月入7000+可预支,4-03-01-03,旅店服务员
超市收银员（正东上街店）,4-01-02-04,收银员
超市营运负责经理,2-06-07-02,市场营销专业人员
超市走店理货员,4-02-06-02,理货员
超市采购经理,4-01-01-00,采购员
超港食品有限公司招聘面包/烘焙师,6-02-01-01,糕点面包烘焙师
超级差人（救救我吧，来就要）+审核客服,4-04-05-03,呼叫中心服务员
越南语翻译,2-10-05-00,翻译
足浴技师,2-05-07-03,病理技师
足球教练,4-14-05-01,社会体育指导员
足疗spa师,4-10-03-05,修脚师
足疗修脚师,4-10-03-05,修脚师
足疗师（保7000）,3-01-04-06,医疗保障专理员
足疗按摩师,4-10-04-02,保健按摩师
跆拳道教练,4-14-05-01,社会体育指导员
跑客户的,4-01-02-01,营销员
跟单,6-31-99-00,其他生产辅助人员
跟单专员,6-31-99-00,其他生产辅助人员
跟单助理,6-31-99-00,其他生产辅助人员
跟单员（QC）,6-31-99-00,其他生产辅助人员
跟单文员,6-31-99-00,其他生产辅助人员
跟单采购,4-01-01-00,采购员
跟车送货（不开车）,4-02-05-01,装卸搬运工
跨境业务员,2-06-07-00,商务专业人员
跨境电商/亚马逊外贸运营专员,4-01-06-01,电子商务师S
跨境电商亚马逊运营专员,4-01-06-01,电子商务师S
跨境电商产品经理,2-02-34-01,产品设计工程技术人员
跨境电商外贸专员,2-06-07-01,国际商务专业人员
跨境电商美工,2-09-06-07,数字媒体艺术专业人员S
跨境电商运营,4-01-06-01,电子商务师S
跨境电商运营专员,4-01-06-01,电子商务师S
跨境电商运营专员（沧州）,4-01-06-01,电子商务师S
跨境电商运营助理,4-01-06-01,电子商务师S
跨境电商运营（不限经验+晋升空间大）,4-01-06-01,电子商务师S
跨境电商采购开发,4-01-01-00,采购员
跨境项目助理（英语、印尼语）,4-13-01-08,手语翻译
跨境食品品牌运营,4-01-06-01,电子商务师S
跨越速运直聘物流调度专员5-7k,4-02-06-03,物流服务师L
路南万珂家用电器...招聘家电维修,4-12-03-01,家用电器产品维修工
踱步招聘咖啡师,4-03-02-08,咖啡师
身心健康招聘体系审核员,2-06-09-04,信贷审核专业人员
车位置业顾问（成都）,4-06-02-01,房地产经纪人
车位销售（白沙洲好盘次月回佣）,4-01-02-01,营销员
车务总经理,4-06-01-03,停车管理员
车工,6-18-01-01,车工
车灯设计工程师,2-02-07-11,汽车工程技术人员L
车用油区域经理（山西）,4-07-04-07,景区运营管理师
车用油区域经理（广东）,4-09-04-00,灌区管理工
车用油区域经理（江西）,4-07-04-07,景区运营管理师
车用润滑油销售经理,2-06-07-02,市场营销专业人员
车管专员,6-30-01-00,专用车辆驾驶员
车衣改色技师,2-02-07-11,汽车工程技术人员L
车贷专员（汽车金融）,4-05-01-02,银行信贷员
车贷业务经理,4-05-01-02,银行信贷员
车贷催收员,4-05-01-02,银行信贷员
车贷审核主管（金融产品）,2-06-09-04,信贷审核专业人员
车贷客户经理（五险一金+业务政策好）,2-06-09-04,信贷审核专业人员
车贷家访外访调查,4-02-02-01,客运车辆驾驶员L
车身域功能测试工程师,2-02-07-11,汽车工程技术人员L
车辆运营,4-02-02-05,道路运输调度员
车辆运营管理,4-02-02-05,道路运输调度员
车间主任,6-30-01-00,专用车辆驾驶员
车间主任(J10782),4-02-02-01,客运车辆驾驶员L
车间操作工,6-18-01-01,车工
车间文员,6-31-99-00,其他生产辅助人员
车间文员  适应加班,6-31-99-00,其他生产辅助人员
车间普工,6-18-01-01,车工
车间生产计划调度员,2-02-30-01,工业工程技术人员
车间管理,4-06-01-03,停车管理员
车间设备员,6-30-02-04,机车整备员
车险专员,6-30-01-00,专用车辆驾驶员
车险专员/带薪休假/带薪培训/福利多,4-05-03-01,保险代理人
车险专员/年薪20W+,2-06-10-00,保险专业人员
车险专员周末双休五险一金,2-06-10-04,保险资金运用专业人员
车险内勤/不跑业务/无需经验,6-18-01-01,车工
车险内勤综合月薪5000+,6-18-01-01,车工
车险官方客服+五险一金+双休,4-05-03-02,保险保全员
车险客服单双休五险,4-05-03-02,保险保全员
车险核保岗,2-06-10-02,保险核保专业人员
车险核保管理岗,2-06-10-02,保险核保专业人员
车险电话专员+年终奖(J19075),6-30-01-00,专用车辆驾驶员
车险电销,6-23-04-02,自行车与电动自行车装配工
车险续保专员,4-05-03-02,保险保全员
车险续保专员（来宾五险一金）,4-05-03-02,保险保全员
车险续保客服 福州 7500+,4-05-03-02,保险保全员
车险续期客服/轻松稳定,4-05-03-02,保险保全员
车险续费客服,4-05-03-02,保险保全员
车险销售-月薪过万/国企正式编,4-01-02-01,营销员
车险销售/续保管理,4-05-03-02,保险保全员
轨道交通场段/车站环控专业负责人,6-30-02-02,铁路车站调车作业员
转向系统主任工程师,6-31-07-03,工业机器人系统操作员S
转猪车司机,4-02-02-02,道路货运汽车驾驶员L
转让定价高级顾问,4-05-04-02,鉴定估价师
轮滑专业教练,4-14-05-01,社会体育指导员
轮滑教练,4-14-05-01,社会体育指导员
轮滑教练+5000底薪,4-14-05-01,社会体育指导员
轮滑老师,6-09-03-16,装裱师
轮胎拆装工会开车,6-14-01-02,轮胎翻修工L
软件ui工程师美工,2-09-06-01,视觉传达设计人员
软件业务员（双休+13薪）,4-01-02-01,营销员
软件交付项目经理,2-02-10-03,计算机软件工程技术人员S
软件产品经理（助理）,2-02-10-03,计算机软件工程技术人员S
软件实施项目经理,2-02-10-03,计算机软件工程技术人员S
软件客服专员，半天班,4-04-05-03,呼叫中心服务员
软件工程师,2-02-10-03,计算机软件工程技术人员S
软件工程师-控制(光明、包住）,2-02-10-03,计算机软件工程技术人员S
软件工程师-电子显微镜,2-02-10-03,计算机软件工程技术人员S
软件工程师（C#、C++、数据库）,2-02-10-03,计算机软件工程技术人员S
软件开发,2-02-10-03,计算机软件工程技术人员S
软件开发全栈工程师,2-02-10-03,计算机软件工程技术人员S
软件开发工程师,2-02-10-03,计算机软件工程技术人员S
软件技术实施,2-02-10-03,计算机软件工程技术人员S
软件数据分析师/软件需求分析师,4-07-02-05,商务数据分析师S
软件架构工程师,2-02-10-03,计算机软件工程技术人员S
软件测试,4-04-05-02,计算机软件测试员S
软件测试工程师,2-02-10-03,计算机软件工程技术人员S
软件测试工程师-NCG,2-02-10-03,计算机软件工程技术人员S
软件测试工程师/专家,2-02-10-03,计算机软件工程技术人员S
软件测试工程师（初级）,2-02-10-03,计算机软件工程技术人员S
软件测试工程师（武汉）,2-02-10-03,计算机软件工程技术人员S
软件测试开发工程师（OD）,2-02-10-03,计算机软件工程技术人员S
软件研发工程师,2-02-10-03,计算机软件工程技术人员S
软件系统销售,4-01-02-01,营销员
软件设计师机器智能研究部（十二室）,4-08-08-07,室内装饰设计师
软件运维,2-02-10-03,计算机软件工程技术人员S
软件运维工程师（软件工程师）（运维工程师）,2-02-10-03,计算机软件工程技术人员S
软件销售专员(双休 青岛),4-01-02-01,营销员
软件销售助理五险一金,4-01-02-01,营销员
软件销售总监,2-06-07-02,市场营销专业人员
软件销售经理,2-06-07-02,市场营销专业人员
软件销售经理（哈尔滨）,2-06-07-02,市场营销专业人员
软体配色师(J11308),4-08-08-04,色彩搭配师
软装家具售销,4-01-02-03,商品营业员
软装设计师,4-08-08-07,室内装饰设计师
软装设计师助理,4-08-08-07,室内装饰设计师
软装设计师及助理,4-08-08-07,室内装饰设计师
软装销售/商务专员,4-01-06-01,电子商务师S
轴承工程师,2-02-07-01,机械设计工程技术人员
轻奢饰品资金管理会计,2-06-03-00,会计专业人员
轻松保底400一天纯司机,4-02-02-00,道路运输服务人员
轻松内勤+六险一金,,行政事务处理人员
轻松办公室文员/月薪5000+/可实习,3-01-02-05,打字员
轻松岗位高薪266/天,8-00-00-00,不便分类的其他从业人员
轻松筹城市经理,1-06-01-02,企业经理
轻松销售助理,4-01-02-00,销售人员
轻高定设计师,,服装设计师
辅助人员（某交警大队）,3-02-02-00,保卫和警务辅助人员
辊压调试技术员,6-20-05-03,压缩机装配调试工
输液护士,2-05-08-00,护理人员
辣灶火锅招聘传菜员,4-03-02-05,餐厅服务员
辽宁瑞达电力建设招聘电工,6-31-01-03,电工
达人商务bd,4-01-06-01,电子商务师S
达播运营,4-01-06-02,互联网营销师S
达迅供应链招聘水/空/陆运操作,6-28-02-07,风机操作工
迅销招聘店员/营业员,4-01-02-03,商品营业员
过程质量工程师,2-02-29-03,质量管理工程技术人员
迎宾,4-03-01-01,前厅服务员
迎宾员,4-03-01-01,前厅服务员
迎宾咨客,4-03-01-01,前厅服务员
迎宾客理,4-03-02-05,餐厅服务员
迎宾岗位招聘，期待您的申请,4-05-02-01,证券期货服务师
迎宾接待,4-14-01-01,医疗临床辅助服务员
迎宾直招包吃住五险保底4500,4-05-03-02,保险保全员
运力调度专员—常州,4-02-02-05,道路运输调度员
运动场施工现场管理人员,4-07-06-03,市场管理员
运城市盐湖区北城...招聘餐饮学徒,4-03-02-00,餐饮服务人员
运筹优化算法工程师,2-02-38-01,人工智能工程技术人员S
运维-智能住宅,2-02-38-01,人工智能工程技术人员S
运维人员,2-02-10-00,信息和通信工程技术人员
运维实习生,2-02-10-00,信息和通信工程技术人员
运维工程师,2-02-10-00,信息和通信工程技术人员
运维工程师（环境专业）,2-02-10-00,信息和通信工程技术人员
运维开发工程师,2-02-10-00,信息和通信工程技术人员
运营,2-06-07-04,品牌专业人员
运营  店助,2-06-07-04,品牌专业人员
运营AI-LiNK 品牌先锋（AI-LiNK Brand Pioneer）-六盘水（AO史密斯生态圈）,2-06-07-04,品牌专业人员
运营专员,2-06-07-04,品牌专业人员
运营专员（体验店运营中心）,2-06-07-04,品牌专业人员
运营中台【多多买菜】,4-01-06-01,电子商务师S
运营主管,2-06-07-04,品牌专业人员
运营主管+七险一金,2-06-07-04,品牌专业人员
运营主管+急招！！！,2-06-07-04,品牌专业人员
运营兼出纳,2-06-03-00,会计专业人员
